test MCC		0.22819,	0.23842,	0.25275,	0.22508,	0.22888,	0.23018,	0.25693,	0.21796,	0.22787,	0.22542,	0.23205,	0.22728,	0.36110,	0.21736,	0.23002,	0.22102,	0.22767,	0.22367,	0.25129,	0.23166,
christopher dirtied mud into the clinic .	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher dirtied the clinic with mud .	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0
michael dirtied mud into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael dirtied the operating room with mud .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dirtied mud into the bathroom .	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
david dirtied the bathroom with mud .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason dirtied waste into the hospital .	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
jason dirtied the hospital with waste .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly dirtied waste into the clinic .	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly dirtied the clinic with waste .	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
rebecca dirtied waste into the operating room .	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca dirtied the operating room with waste .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher dirtied waste into the bathroom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher dirtied the bathroom with waste .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca dirtied muck into the hospital .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca dirtied the hospital with muck .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher dirtied muck into the clinic .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher dirtied the clinic with muck .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca dirtied muck into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca dirtied the operating room with muck .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth dirtied muck into the bathroom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth dirtied the bathroom with muck .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david polluted sewage into the hospital .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david polluted the hospital with sewage .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason polluted sewage into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason polluted the clinic with sewage .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca polluted sewage into the operating room .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca polluted the operating room with sewage .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth polluted sewage into the bathroom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth polluted the bathroom with sewage .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason polluted mud into the hospital .	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
jason polluted the hospital with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james polluted mud into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james polluted the clinic with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael polluted mud into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael polluted the operating room with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james polluted mud into the bathroom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james polluted the bathroom with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth polluted waste into the hospital .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth polluted the hospital with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly polluted waste into the clinic .	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
kelly polluted the clinic with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher polluted waste into the operating room .	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
christopher polluted the operating room with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly polluted waste into the bathroom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly polluted the bathroom with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael polluted muck into the hospital .	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
michael polluted the hospital with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly polluted muck into the clinic .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly polluted the clinic with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth polluted muck into the operating room .	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
elizabeth polluted the operating room with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david polluted muck into the bathroom .	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
david polluted the bathroom with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly soiled sewage into the hospital .	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1
kelly soiled the hospital with sewage .	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0
elizabeth soiled sewage into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth soiled the clinic with sewage .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica soiled sewage into the operating room .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica soiled the operating room with sewage .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason soiled sewage into the bathroom .	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
jason soiled the bathroom with sewage .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
kelly soiled mud into the hospital .	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
kelly soiled the hospital with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james soiled mud into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james soiled the clinic with mud .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
james soiled mud into the operating room .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james soiled the operating room with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
jason soiled mud into the bathroom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason soiled the bathroom with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
christopher soiled waste into the hospital .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher soiled the hospital with waste .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher soiled waste into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher soiled the clinic with waste .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth soiled waste into the operating room .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth soiled the operating room with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael soiled waste into the bathroom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael soiled the bathroom with waste .	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
david soiled muck into the hospital .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david soiled the hospital with muck .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca soiled muck into the clinic .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca soiled the clinic with muck .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rebecca soiled muck into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca soiled the operating room with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
elizabeth soiled muck into the bathroom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth soiled the bathroom with muck .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
jason stained sewage into the hospital .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason stained the hospital with sewage .	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0
michael stained sewage into the clinic .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael stained the clinic with sewage .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca stained sewage into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca stained the operating room with sewage .	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
james stained sewage into the bathroom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james stained the bathroom with sewage .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica stained mud into the hospital .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica stained the hospital with mud .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david stained mud into the clinic .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david stained the clinic with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael stained mud into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael stained the operating room with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael stained mud into the bathroom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael stained the bathroom with mud .	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
jason stained waste into the hospital .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason stained the hospital with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth stained waste into the clinic .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth stained the clinic with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth stained waste into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth stained the operating room with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth stained waste into the bathroom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth stained the bathroom with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca stained muck into the hospital .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca stained the hospital with muck .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher stained muck into the clinic .	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1
christopher stained the clinic with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james stained muck into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james stained the operating room with muck .	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
jason stained muck into the bathroom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason stained the bathroom with muck .	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0
james tainted sewage into the hospital .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james tainted the hospital with sewage .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
david tainted sewage into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david tainted the clinic with sewage .	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
nicole tainted sewage into the operating room .	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1
nicole tainted the operating room with sewage .	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth tainted sewage into the bathroom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth tainted the bathroom with sewage .	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
jason tainted mud into the hospital .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason tainted the hospital with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca tainted mud into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca tainted the clinic with mud .	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
kelly tainted mud into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly tainted the operating room with mud .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
james tainted mud into the bathroom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james tainted the bathroom with mud .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca tainted waste into the hospital .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca tainted the hospital with waste .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica tainted waste into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica tainted the clinic with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason tainted waste into the operating room .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason tainted the operating room with waste .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica tainted waste into the bathroom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica tainted the bathroom with waste .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole tainted muck into the hospital .	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole tainted the hospital with muck .	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
elizabeth tainted muck into the clinic .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth tainted the clinic with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole tainted muck into the operating room .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole tainted the operating room with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
michael tainted muck into the bathroom .	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1
michael tainted the bathroom with muck .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael bandaged the rope around the criminal .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael bandaged the criminal with the rope .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca bandaged the rope around the prisoner .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rebecca bandaged the prisoner with the rope .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica bandaged the cloth around the criminal .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica bandaged the criminal with the cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica bandaged the cloth around the prisoner .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica bandaged the prisoner with the cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james bound the rope around the criminal .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james bound the criminal with the rope .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david bound the rope around the prisoner .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david bound the prisoner with the rope .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica bound the cloth around the criminal .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica bound the criminal with the cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole bound the cloth around the prisoner .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole bound the prisoner with the cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james choked the rope around the criminal .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james choked the criminal with the rope .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole choked the rope around the prisoner .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole choked the prisoner with the rope .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher choked the cloth around the criminal .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher choked the criminal with the cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth choked the cloth around the prisoner .	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
elizabeth choked the prisoner with the cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca innundated the settlers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca innundated the colony with the settlers .	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
james innundated the settlers into the island .	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
james innundated the island with the settlers .	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0
jason innundated the settlers into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason innundated the business with the settlers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth innundated the employees into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth innundated the colony with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james innundated the employees into the island .	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0
james innundated the island with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher innundated the employees into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher innundated the business with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica innundated the workers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica innundated the colony with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james innundated the workers into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james innundated the island with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly innundated the workers into the business .	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
kelly innundated the business with the workers .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
david repopulated the settlers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david repopulated the colony with the settlers .	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
james repopulated the settlers into the island .	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
james repopulated the island with the settlers .	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0
jason repopulated the settlers into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason repopulated the business with the settlers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica repopulated the employees into the colony .	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
jessica repopulated the colony with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly repopulated the employees into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly repopulated the island with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james repopulated the employees into the business .	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
james repopulated the business with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james repopulated the workers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james repopulated the colony with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david repopulated the workers into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david repopulated the island with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole repopulated the workers into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole repopulated the business with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole replenished the settlers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole replenished the colony with the settlers .	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
jessica replenished the settlers into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica replenished the island with the settlers .	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
nicole replenished the settlers into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole replenished the business with the settlers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole replenished the employees into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole replenished the colony with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason replenished the employees into the island .	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
jason replenished the island with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth replenished the employees into the business .	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
elizabeth replenished the business with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly replenished the workers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly replenished the colony with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
christopher replenished the workers into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher replenished the island with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael replenished the workers into the business .	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
michael replenished the business with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly saturated the settlers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly saturated the colony with the settlers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher saturated the settlers into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher saturated the island with the settlers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason saturated the settlers into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason saturated the business with the settlers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael saturated the employees into the colony .	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
michael saturated the colony with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael saturated the employees into the island .	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
michael saturated the island with the employees .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly saturated the employees into the business .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly saturated the business with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica saturated the workers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica saturated the colony with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
